XYDATA;GAGG_medium_440nm.jws
497,5000;87,5389
498,0000;89,9024
498,5000;93,2914
499,0000;98,6452
499,5000;102,059
500,0000;104,714
500,5000;110,095
501,0000;113,45
501,5000;117,579
502,0000;120,908
502,5000;125,599
503,0000;128,768
503,5000;134,325
504,0000;137,319
504,5000;140,751
505,0000;145,715
505,5000;149,961
506,0000;154,182
506,5000;157,852
507,0000;161,861
507,5000;165,034
508,0000;169,484
508,5000;172,651
509,0000;177,33
509,5000;182,717
510,0000;185,721
510,5000;189,955
511,0000;194,535
511,5000;197,643
512,0000;202,972
512,5000;207,932
513,0000;211,295
513,5000;216,504
514,0000;220,689
514,5000;225,87
515,0000;228,448
515,5000;234,963
516,0000;238,947
516,5000;245,132
517,0000;251,109
517,5000;255,339
518,0000;261,316
518,5000;266,331
519,0000;274,343
519,5000;279,887
520,0000;285,22
520,5000;292,272
521,0000;298,128
521,5000;307,176
522,0000;313,425
522,5000;319,306
523,0000;328,485
523,5000;336,152
524,0000;344,294
524,5000;352,254
525,0000;360,86
525,5000;368,759
526,0000;375,82
526,5000;385,582
527,0000;395,308
527,5000;402,245
528,0000;409,856
528,5000;418,234
529,0000;426,122
529,5000;436,732
530,0000;442,109
530,5000;450,919
531,0000;457,633
531,5000;467,775
532,0000;477,007
532,5000;483,048
533,0000;488,96
533,5000;496,132
534,0000;503,279
534,5000;511,369
535,0000;518,714
535,5000;522,799
536,0000;528,528
536,5000;536,218
537,0000;539,911
537,5000;543,156
538,0000;548,511
538,5000;557,134
539,0000;562,368
539,5000;564,266
540,0000;570,627
540,5000;575,713
541,0000;581,702
541,5000;581,347
542,0000;587,628
542,5000;590,41
543,0000;590,585
543,5000;594,665
544,0000;604,149
544,5000;605,338
545,0000;603,471
545,5000;607,367
546,0000;608,454
546,5000;613,288
547,0000;614,563
547,5000;614,669
548,0000;614,14
548,5000;620,273
549,0000;622,123
549,5000;622,538
550,0000;623,128
550,5000;627,262
551,0000;625,196
551,5000;626,698
552,0000;626,76
552,5000;627,608
553,0000;629,034
553,5000;627,853
554,0000;630,58
554,5000;630,852
555,0000;631,743
555,5000;632,693
556,0000;634,858
556,5000;633,293
557,0000;631,75
557,5000;630,728
558,0000;630,015
558,5000;631,008
559,0000;631,136
559,5000;629,718
560,0000;630,496
560,5000;628,665
561,0000;629,919
561,5000;627,467
562,0000;626,607
562,5000;627,78
563,0000;625,539
563,5000;626,77
564,0000;626,006
564,5000;625,405
565,0000;622,481
565,5000;620,313
566,0000;622,547
566,5000;618,49
567,0000;613,407
567,5000;612,832
568,0000;611,638
568,5000;607,797
569,0000;607,981
569,5000;606,16
570,0000;605,183
570,5000;597,89
571,0000;597,715
571,5000;594,972
572,0000;593,259
572,5000;595,51
573,0000;590,657
573,5000;590,371
574,0000;588,1
574,5000;586,049
575,0000;583,705
575,5000;577,013
576,0000;575,654
576,5000;574,054
577,0000;573,151
577,5000;570,752
578,0000;568,968
578,5000;561,402
579,0000;559,011
579,5000;556,608
580,0000;555,288
580,5000;550,656
581,0000;547,93
581,5000;547,268
582,0000;539,872
582,5000;540,146
583,0000;536,538
583,5000;532,678
584,0000;526,658
584,5000;526,596
585,0000;519,147
585,5000;516,397
586,0000;511,63
586,5000;507,111
587,0000;503,811
587,5000;498,926
588,0000;496,901
588,5000;493,039
589,0000;487,511
589,5000;483,256
590,0000;481,175
590,5000;477,305
591,0000;475,832
591,5000;470,983
592,0000;470,315
592,5000;465,731
593,0000;462,23
593,5000;460,554
594,0000;456,952
594,5000;452,695
595,0000;451,384
595,5000;446,875
596,0000;443,589
596,5000;439,534
597,0000;436,502
597,5000;433,713
598,0000;428,938
598,5000;426,013
599,0000;421,703
599,5000;420,246
600,0000;415,531
600,5000;411,756
601,0000;410,131
601,5000;406,586
602,0000;403,093
602,5000;398,329
603,0000;394,974
603,5000;389,897
604,0000;388,01
604,5000;384,349
605,0000;382,714
605,5000;377,501
606,0000;374,908
606,5000;373,971
607,0000;368,406
607,5000;366,109
608,0000;363,286
608,5000;358,104
609,0000;353,848
609,5000;351,631
610,0000;348,64
610,5000;345,094
611,0000;338,733
611,5000;336,493
612,0000;331,123
612,5000;326,71
613,0000;325,567
613,5000;321,241
614,0000;317,954
614,5000;314,974
615,0000;309,685
615,5000;307,529
616,0000;303,937
616,5000;299,87
617,0000;296,601
617,5000;293,459
618,0000;290,525
618,5000;288,612
619,0000;285,17
619,5000;280,417
620,0000;278,051
620,5000;275,877
621,0000;270,927
621,5000;265,686
622,0000;263,449
622,5000;260,341
623,0000;258,342
623,5000;256,098
624,0000;252,529
624,5000;249,671
625,0000;248,062
625,5000;244,418
626,0000;240,084
626,5000;237,4
627,0000;235,181
627,5000;232,28
628,0000;228,463
628,5000;227,206
629,0000;224,397
629,5000;222,82
630,0000;217,012
630,5000;215,897
631,0000;214,072
631,5000;211,527
632,0000;209,168
632,5000;206,53
633,0000;203,203
633,5000;200,218
634,0000;199,001
634,5000;196,567
635,0000;194,111
635,5000;191,582
636,0000;188,064
636,5000;185,119
637,0000;183,163
637,5000;181,144
638,0000;180,309
638,5000;175,951
639,0000;175,295
639,5000;173,547
640,0000;170,407
640,5000;167,585
641,0000;165,007
641,5000;163,338
642,0000;161,373
642,5000;158,584
643,0000;157,639
643,5000;155,346
644,0000;152,218
644,5000;150,336
645,0000;149,045
645,5000;146,403
646,0000;143,795
646,5000;142,137
647,0000;141,474
647,5000;138,173
648,0000;138,146
648,5000;134,781
649,0000;134,004
649,5000;132,862
650,0000;130,624
650,5000;127,44
651,0000;125,596
651,5000;125,534
652,0000;123,844
652,5000;121,196
653,0000;120,973
653,5000;118,171
654,0000;117,603
654,5000;116,038
655,0000;115,068
655,5000;112,325
656,0000;111,277
656,5000;109,881
657,0000;108,883
657,5000;107,416
658,0000;106,359
658,5000;104,153
659,0000;104,14
659,5000;101,747
660,0000;99,775
660,5000;99,5791
661,0000;98,46
661,5000;97,936
662,0000;95,6101
662,5000;94,61
663,0000;93,1119
663,5000;93,6437
664,0000;91,5419
664,5000;89,8791
665,0000;89,3454
665,5000;87,8884
666,0000;85,8762
666,5000;86,0606
667,0000;84,5927
667,5000;84,5008
668,0000;82,6581
668,5000;82,1925
669,0000;81,2578
669,5000;80,4542
670,0000;78,8861
670,5000;77,883
671,0000;77,1486
671,5000;76,2617
672,0000;75,9249
672,5000;74,6258
673,0000;73,7809
673,5000;73,1478
674,0000;72,7141
674,5000;71,379
675,0000;70,9336
675,5000;69,9881
676,0000;69,1434
676,5000;68,0864
677,0000;68,2773
677,5000;67,0053
678,0000;66,4789
678,5000;66,416
679,0000;65,1954
679,5000;64,6513
680,0000;63,6766
680,5000;62,7128
681,0000;62,5703
681,5000;61,7134
682,0000;61,4277
682,5000;59,8743
683,0000;59,9997
683,5000;58,0466
684,0000;57,2087
684,5000;57,844
685,0000;57,1142
685,5000;56,3143
686,0000;55,6486
686,5000;55,6399
687,0000;55,5391
687,5000;53,8569
688,0000;53,8645
688,5000;53,3259
689,0000;53,3404
689,5000;53,3714
690,0000;52,403
690,5000;52,8203
691,0000;52,8348
691,5000;52,4417
692,0000;53,1977
692,5000;53,2586
693,0000;53,5552
693,5000;53,2675
694,0000;53,0088
694,5000;52,513
695,0000;52,3392
695,5000;51,4963
696,0000;50,5855
696,5000;50,0562
697,0000;48,439
697,5000;47,8783
698,0000;47,1263
698,5000;46,755
699,0000;45,4533
699,5000;45,1463
700,0000;44,3979
700,5000;43,6377
701,0000;43,4686
701,5000;42,697
702,0000;41,8141
702,5000;41,9081
703,0000;41,8019
703,5000;41,3969
704,0000;40,5332
704,5000;40,5302
705,0000;39,7829
705,5000;39,8025
706,0000;39,9399
706,5000;39,3425
707,0000;39,3213
707,5000;38,4978
708,0000;38,0984
708,5000;38,6289
709,0000;38,0841
709,5000;37,6487
710,0000;37,4848
710,5000;37,1719
711,0000;37,083
711,5000;36,2759
712,0000;36,4298
712,5000;36,1511
713,0000;35,7006
713,5000;35,7071
714,0000;36,0706
714,5000;34,7482
715,0000;34,4728
715,5000;34,1693
716,0000;34,0502
716,5000;33,4785
717,0000;32,6099
717,5000;32,1905
718,0000;32,4572
718,5000;31,8861
719,0000;31,3745
719,5000;30,7971
720,0000;30,1992
720,5000;29,8689
721,0000;29,5612
721,5000;29,3346
722,0000;28,812
722,5000;28,7856
723,0000;27,703
723,5000;27,2183
724,0000;27,2574
724,5000;27,2701
725,0000;26,8131
725,5000;26,521
726,0000;25,9709
726,5000;25,7175
727,0000;25,5664
727,5000;25,0189
728,0000;24,859
728,5000;24,587
729,0000;24,4643
729,5000;24,378
730,0000;23,9134
730,5000;23,4826
731,0000;23,5558
731,5000;23,242
732,0000;22,796
732,5000;22,4735
733,0000;22,0743
733,5000;22,045
734,0000;21,8699
734,5000;21,583
735,0000;21,1671
735,5000;21,0217
736,0000;20,5055
736,5000;20,5525
737,0000;20,4024
737,5000;19,92
738,0000;19,5169
738,5000;19,4623
739,0000;19,0892
739,5000;18,6927
740,0000;18,7341
740,5000;18,7966
741,0000;18,456
741,5000;17,8643
742,0000;17,8219
742,5000;17,5878
743,0000;16,9225
743,5000;16,946
744,0000;17,0751
744,5000;16,6264
745,0000;16,4007
745,5000;16,3781
746,0000;16,0127
746,5000;15,8549
747,0000;15,7771
747,5000;15,5519
748,0000;14,9668
748,5000;14,7719
749,0000;14,8076
749,5000;14,5301
750,0000;14,6218
750,5000;14,2528
751,0000;14,1982
751,5000;13,7136
752,0000;13,6914
752,5000;13,6285
753,0000;13,4154
753,5000;13,3639
754,0000;12,8518
754,5000;13,056
755,0000;12,7102
755,5000;12,5502
756,0000;12,5402
756,5000;12,4355
757,0000;11,8012
757,5000;12,2039
758,0000;11,8361
758,5000;11,4832
759,0000;11,6289
759,5000;11,4582
760,0000;10,724
760,5000;10,9096
761,0000;10,8432
761,5000;10,8035
762,0000;10,4896
762,5000;10,1034
763,0000;10,2209
763,5000;10,1545
764,0000;9,95151
764,5000;9,86217
765,0000;9,87916
765,5000;9,53493
766,0000;9,42555
766,5000;9,44282
767,0000;9,34744
767,5000;9,5158
768,0000;8,65231
768,5000;8,70494
769,0000;8,63364
769,5000;8,50582
770,0000;8,42348
770,5000;8,403
771,0000;7,98863
771,5000;8,07553
772,0000;7,89369
772,5000;7,88883
773,0000;7,93549
773,5000;7,67388
774,0000;7,34855
774,5000;7,3792
775,0000;7,33028
775,5000;7,46424
776,0000;7,09927
776,5000;7,13854
777,0000;6,9564
777,5000;6,79404
778,0000;6,58793
778,5000;6,59352
779,0000;6,43978
779,5000;6,56954
780,0000;6,39017
780,5000;6,31852
781,0000;6,13366
781,5000;6,09974
782,0000;6,15942
782,5000;5,87331
783,0000;5,77828
783,5000;5,89222
784,0000;5,57999
784,5000;5,63638
785,0000;5,46167
785,5000;5,49192
786,0000;5,3545
786,5000;5,24283
787,0000;5,23877
787,5000;5,38126
788,0000;4,91019
788,5000;4,98174
789,0000;4,62471
789,5000;4,88463
790,0000;4,65862
790,5000;4,59544
791,0000;4,62642
791,5000;4,59655
792,0000;4,40664
792,5000;4,54598
793,0000;4,37297
793,5000;4,3794
794,0000;4,16291
794,5000;4,06101
795,0000;4,16856
795,5000;3,90715
796,0000;3,89155
796,5000;4,14983
797,0000;3,81018
797,5000;3,77707
798,0000;3,8303
798,5000;3,61756
799,0000;3,6327
799,5000;3,48635
800,0000;3,36917
800,5000;3,4625
801,0000;3,2469
801,5000;3,23359
802,0000;3,27432
802,5000;3,15857
803,0000;3,2893
803,5000;3,10027
804,0000;3,06789
804,5000;2,98678
805,0000;3,07876
805,5000;2,91586
806,0000;2,99418
806,5000;2,88964
807,0000;2,8341
807,5000;2,6724
808,0000;2,70937
808,5000;2,6425
809,0000;2,45919
809,5000;2,52999
810,0000;2,57715
810,5000;2,42523
811,0000;2,3187
811,5000;2,45228
812,0000;2,38214
812,5000;2,3168
813,0000;2,26996
813,5000;2,22481
814,0000;2,19821
814,5000;2,24443
815,0000;1,96388
815,5000;2,08499
816,0000;2,02546
816,5000;1,99287
817,0000;1,91352
817,5000;1,91749
818,0000;1,72918
818,5000;1,84834
819,0000;1,78364
819,5000;1,72827
820,0000;1,73736
820,5000;1,71885
821,0000;1,65636
821,5000;1,68684
822,0000;1,48836
822,5000;1,46425
823,0000;1,49997
823,5000;1,3954
824,0000;1,34626
824,5000;1,33136
825,0000;1,16999
825,5000;1,35512
826,0000;1,31062
826,5000;1,13287
827,0000;1,01437
827,5000;1,05392
828,0000;1,15121
828,5000;1,09927
829,0000;0,956187
829,5000;0,89429
830,0000;0,911637
830,5000;1,01348
831,0000;0,854412
831,5000;0,832043
832,0000;0,933929
832,5000;0,741173
833,0000;0,761421
833,5000;0,666065
834,0000;0,681101
834,5000;0,639937
835,0000;0,555742
835,5000;0,543454
836,0000;0,496988
836,5000;0,588233
837,0000;0,489382
837,5000;0,465942
838,0000;0,331167
838,5000;0,38942
839,0000;0,429075
839,5000;0,355662
840,0000;0,314273
840,5000;0,239951
841,0000;0,263345
841,5000;0,248412
842,0000;0,213175
842,5000;0,277245
843,0000;0,204256
843,5000;0,194587
844,0000;0,205582
844,5000;0,15307
845,0000;0,135878
845,5000;0,162576
846,0000;0,0899633
846,5000;0,104843
847,0000;0,101064
847,5000;0,0585713
848,0000;0,0461365
848,5000;0,0207161
849,0000;0,0230666
849,5000;0,0108685
850,0000;-0,0188155
850,5000;0,0685412
851,0000;-0,0271797
851,5000;-0,00147633
852,0000;-0,0275554
852,5000;-0,0267182
853,0000;0,0364804
853,5000;-0,0351179
854,0000;-0,0461775
854,5000;-0,021845
855,0000;-0,0606329
855,5000;-0,0631741
856,0000;-0,104975
856,5000;-0,0624932
857,0000;-0,112798
857,5000;-0,0743419
858,0000;-0,0975624
858,5000;-0,0967613
859,0000;-0,0714995
859,5000;-0,0977423
860,0000;-0,165018
860,5000;-0,143144
861,0000;-0,121298
861,5000;-0,112215
862,0000;-0,104202
862,5000;-0,146794
863,0000;-0,129172
863,5000;-0,113523
864,0000;-0,132788
864,5000;-0,136324
865,0000;-0,145457
865,5000;-0,118915
866,0000;-0,135204
866,5000;-0,147038
867,0000;-0,127513
867,5000;-0,137137
868,0000;-0,144152
868,5000;-0,143886
869,0000;-0,135506
869,5000;-0,164322
870,0000;-0,154465
870,5000;-0,0454822
871,0000;-0,155893
871,5000;-0,168814
872,0000;-0,140097
872,5000;-0,15782
873,0000;-0,14567
873,5000;-0,129956
874,0000;-0,134068
874,5000;-0,150275
875,0000;-0,150875
875,5000;-0,177533
876,0000;-0,143987
876,5000;-0,1501
877,0000;-0,174105
877,5000;-0,162608
878,0000;-0,166118
878,5000;-0,156174
879,0000;-0,169136
879,5000;-0,198084
880,0000;-0,155539
880,5000;-0,154158
881,0000;-0,17297
881,5000;-0,145583
882,0000;-0,136571
882,5000;-0,159184
883,0000;-0,141312
883,5000;-0,175765
884,0000;-0,18321
884,5000;-0,133979
885,0000;-0,16258
885,5000;-0,165558
886,0000;-0,166636
886,5000;-0,176108
887,0000;-0,165479
887,5000;-0,157163
888,0000;-0,177946
888,5000;-0,150801
889,0000;-0,190398
889,5000;-0,139518
890,0000;-0,145562
890,5000;-0,156637
891,0000;-0,16494
891,5000;-0,173222
892,0000;-0,166835
892,5000;-0,208211
893,0000;-0,183941
893,5000;-0,170008
894,0000;-0,156921
894,5000;-0,178379
895,0000;-0,15595
895,5000;-0,17999
896,0000;-0,151986
896,5000;-0,127355
897,0000;-0,177989
897,5000;-0,15698
898,0000;-0,148528
898,5000;-0,17049
899,0000;-0,16948
899,5000;-0,155635
900,0000;-0,174072
